#alt_asm_name	prim_asm_name	alt_scaf_name	alt_scaf_acc	parent_type	parent_name	parent_acc	region_name	ori	alt_scaf_start	alt_scaf_stop	parent_start	parent_stop	alt_start_tail	alt_stop_tail
PATCHES	Primary Assembly	HG405_PATCH	MU273377.1	CHROMOSOME	16	CM000678.2	REGION330	+	1	334997	80951762	81286736	0	0
PATCHES	Primary Assembly	HG2285_HG106_HG2252_PATCH	KV766196.1	CHROMOSOME	17	CM000679.2	RFLNB	+	1	281919	402638	722442	0	0
PATCHES	Primary Assembly	HG2087_PATCH	ML143374.1	CHROMOSOME	17	CM000679.2	REGION300	+	1	137908	7244673	7379543	0	0
PATCHES	Primary Assembly	HG2046_PATCH	KV575245.1	CHROMOSOME	17	CM000679.2	POLR2A	+	1	154723	7379544	7534268	0	0
PATCHES	Primary Assembly	HSCHR17_3_CTG1	KV766198.1	CHROMOSOME	17	CM000679.2	REGION238	+	1	276292	18239627	18506313	0	0
PATCHES	Primary Assembly	HG2407_PATCH	MU273380.1	CHROMOSOME	17	CM000679.2	NF1	+	1	538541	30920827	31459679	0	0
PATCHES	Primary Assembly	HSCHR17_13_CTG4	MU273378.1	CHROMOSOME	17	CM000679.2	KRTAP_REGION_1	+	1	372839	41050198	41432935	0	0
PATCHES	Primary Assembly	HSCHR17_11_CTG4	KV766197.1	CHROMOSOME	17	CM000679.2	REGION237	+	1	246895	52434177	52673566	0	0
PATCHES	Primary Assembly	HSCHR17_12_CTG4	KZ559114.1	CHROMOSOME	17	CM000679.2	REGION176	+	1	116753	72833331	72935743	0	0
PATCHES	Primary Assembly	HG2580_PATCH	MU273383.1	CHROMOSOME	17	CM000679.2	CD300H	+	1	172609	74423553	74596161	0	0
PATCHES	Primary Assembly	HG2118_PATCH	MU273379.1	CHROMOSOME	17	CM000679.2	REGION331	+	1	234878	79977090	80210172	0	0
PATCHES	Primary Assembly	HG1369_PATCH	MU273382.1	CHROMOSOME	17	CM000679.2	REGION332	+	1	187626	81345363	81531421	0	0
PATCHES	Primary Assembly	HG1320_PATCH	ML143375.1	CHROMOSOME	17	CM000679.2	REGION301	+	1	56695	81736740	81843202	0	0
PATCHES	Primary Assembly	HG2251_PATCH	MU273381.1	CHROMOSOME	17	CM000679.2	REGION333	+	1	144689	83103578	83247441	0	0
PATCHES	Primary Assembly	HSCHR18_1_CTG1	KZ559116.1	CHROMOSOME	18	CM000680.2	REGION274	+	1	163186	1744182	1884837	0	0
PATCHES	Primary Assembly	HSCHR18_5_CTG1_1	KQ458385.1	CHROMOSOME	18	CM000680.2	REGION230	+	1	205101	22388680	22588100	0	0
PATCHES	Primary Assembly	HG2412_PATCH	KZ559115.1	CHROMOSOME	18	CM000680.2	SLC14A2_AS1	+	1	230843	45379886	45610729	0	0
PATCHES	Primary Assembly	HG2213_PATCH	KQ090028.1	CHROMOSOME	18	CM000680.2	CTIF	+	1	407387	48514982	48918117	0	0
PATCHES	Primary Assembly	HG2442_PATCH	KZ208922.1	CHROMOSOME	18	CM000680.2	REGION258	+	1	93070	70423088	70510260	0	0
PATCHES	Primary Assembly	HSCHR19_6_CTG2	MU273387.1	CHROMOSOME	19	CM000681.2	FUT3	+	1	89211	5826400	5915642	0	0
PATCHES	Primary Assembly	HG2461_PATCH	MU273384.1	CHROMOSOME	19	CM000681.2	MUC16	+	1	333754	8765058	9083986	0	0
PATCHES	Primary Assembly	HG109_PATCH	ML143376.1	CHROMOSOME	19	CM000681.2	SAMD1	+	1	493165	13788160	14281006	0	0
PATCHES	Primary Assembly	HG26_PATCH	KQ458386.1	CHROMOSOME	19	CM000681.2	REGION231	b	1	405389	38590365	38995717	0	0
PATCHES	Primary Assembly	HG2569_PATCH	MU273385.1	CHROMOSOME	19	CM000681.2	IFNL4	+	1	137818	39219618	39357436	0	0
PATCHES	Primary Assembly	HG2021_PATCH	KN196484.1	CHROMOSOME	19	CM000681.2	FCGBP	+	1	370917	39740125	40095774	0	0
PATCHES	Primary Assembly	HSCHR19KIR_0019-4656-A_CTG3_1	KV575246.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	163926	54698377	54862477	0	0
PATCHES	Primary Assembly	HSCHR19KIR_CA01-TA01_1_CTG3_1	KV575247.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	170206	54698377	54868566	0	0
PATCHES	Primary Assembly	HSCHR19KIR_CA01-TA01_2_CTG3_1	KV575248.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	168131	54698377	54866476	0	0
PATCHES	Primary Assembly	HSCHR19KIR_CA01-TB04_CTG3_1	KV575249.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	293522	54698377	54859094	0	0
PATCHES	Primary Assembly	HSCHR19KIR_CA01-TB01_CTG3_1	KV575250.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	241058	54698377	54911985	0	0
PATCHES	Primary Assembly	HSCHR19KIR_HG2394_CTG3_1	KV575251.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	159285	54698377	54857647	0	0
PATCHES	Primary Assembly	HSCHR19KIR_502960008-2_CTG3_1	KV575252.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	178197	54698377	54877599	0	0
PATCHES	Primary Assembly	HSCHR19KIR_502960008-1_CTG3_1	KV575253.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	166713	54698377	54865096	0	0
PATCHES	Primary Assembly	HSCHR19KIR_0010-5217-AB_CTG3_1	KV575254.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	99845	54698377	54877460	0	0
PATCHES	Primary Assembly	HSCHR19KIR_7191059-1_CTG3_1	KV575255.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	161095	54698377	54859438	0	0
PATCHES	Primary Assembly	HSCHR19KIR_0019-4656-B_CTG3_1	KV575256.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	223118	54698377	54863896	0	0
PATCHES	Primary Assembly	HSCHR19KIR_CA04_CTG3_1	KV575257.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	100553	54698377	54879431	0	0
PATCHES	Primary Assembly	HSCHR19KIR_7191059-2_CTG3_1	KV575259.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	171263	54698377	54869651	0	0
PATCHES	Primary Assembly	HSCHR19KIR_HG2396_CTG3_1	KV575260.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	145691	54698377	54857701	0	0
PATCHES	Primary Assembly	HSCHR19KIR_HG2393_CTG3_1	KV575258.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	1	156965	54720577	54911985	0	0
PATCHES	Primary Assembly	HG2225_PATCH	MU273388.1	CHROMOSOME	20	CM000682.2	REGION334	+	1	273725	13791450	14060116	0	0
PATCHES	Primary Assembly	HG410_PATCH	MU273389.1	CHROMOSOME	20	CM000682.2	MROH8	+	1	355731	37090528	37446229	0	0
PATCHES	Primary Assembly	HG2513_PATCH	ML143377.1	CHROMOSOME	21	CM000683.2	NOR_CHR_21	+	358022	519485	8310972	8472360	358021	0
PATCHES	Primary Assembly	HG2219_PATCH	MU273390.1	CHROMOSOME	21	CM000683.2	REGION335	+	1	336752	28909267	29242861	0	0
PATCHES	Primary Assembly	HG2265_PATCH	MU273391.1	CHROMOSOME	21	CM000683.2	DSCAM	b	1	1020778	39864004	40881124	0	0
PATCHES	Primary Assembly	HG2521_PATCH	MU273392.1	CHROMOSOME	21	CM000683.2	COL18A1	+	1	189707	45382766	45572481	0	0
PATCHES	Primary Assembly	HG2512_PATCH	ML143380.1	CHROMOSOME	22	CM000684.2	NOR_CHR_22	+	1	412368	10097632	10510000	0	0
PATCHES	Primary Assembly	HG1485_PATCH	ML143378.1	CHROMOSOME	22	CM000684.2	REGION292	+	1	461303	16124788	16489297	0	0
PATCHES	Primary Assembly	HSCHR22_4_CTG1	KN196485.1	CHROMOSOME	22	CM000684.2	CYP2D6	+	1	156562	42085050	42253758	0	0
PATCHES	Primary Assembly	HSCHR22_6_CTG1	KQ458387.1	CHROMOSOME	22	CM000684.2	CYP2D6	+	1	155930	42095280	42253758	0	0
PATCHES	Primary Assembly	HSCHR22_7_CTG1	KQ458388.1	CHROMOSOME	22	CM000684.2	CYP2D6	+	1	174749	42106394	42253758	0	0
PATCHES	Primary Assembly	HSCHR22_5_CTG1	KN196486.1	CHROMOSOME	22	CM000684.2	CYP2D6	+	1	153027	42114417	42253758	0	0
PATCHES	Primary Assembly	HSCHR22_8_CTG1	KQ759761.1	CHROMOSOME	22	CM000684.2	CYP2D6	+	1	145162	42122259	42253758	0	0
PATCHES	Primary Assembly	HG494_PATCH	ML143379.1	CHROMOSOME	22	CM000684.2	REGION293	+	1	12295	49970785	49983074	0	0
PATCHES	Primary Assembly	HG1311_HG2539_PATCH	KQ759762.2	CHROMOSOME	22	CM000684.2	SHANK3	+	1	101040	50663907	50764925	0	0
PATCHES	Primary Assembly	HSCHRX_3_CTG7	KV766199.1	CHROMOSOME	X	CM000685.2	REGION239	+	1	188004	4950957	5129468	0	0
PATCHES	Primary Assembly	HG1466_PATCH	ML143385.1	CHROMOSOME	X	CM000685.2	REGION294	+	1	17435	37081326	37291004	0	0
PATCHES	Primary Assembly	HSCHRX_3_CTG3	MU273397.1	CHROMOSOME	X	CM000685.2	CCDC120	+	1	330493	48841166	49171542	0	0
PATCHES	Primary Assembly	HG1506_PATCH	ML143382.1	CHROMOSOME	X	CM000685.2	REGION295	+	1	28824	50213756	50288885	0	0
PATCHES	Primary Assembly	HG2527_PATCH	MU273393.1	CHROMOSOME	X	CM000685.2	TCEAL6	+	1	68810	102104912	102173721	0	0
PATCHES	Primary Assembly	HG1507_PATCH	ML143383.1	CHROMOSOME	X	CM000685.2	REGION296	+	1	68192	114255137	114367567	0	0
PATCHES	Primary Assembly	HG2541_PATCH	MU273394.1	CHROMOSOME	X	CM000685.2	NKRF	+	1	140567	119549000	119689565	0	0
PATCHES	Primary Assembly	HG439_PATCH	ML143381.1	CHROMOSOME	X	CM000685.2	CT47_REGION	+	1	403128	120599933	121083725	0	0
PATCHES	Primary Assembly	HSCHRX_2_CTG14	MU273396.1	CHROMOSOME	X	CM000685.2	UBE2NL	+	1	294119	143714925	144009032	0	0
PATCHES	Primary Assembly	HG1509_PATCH	ML143384.1	CHROMOSOME	X	CM000685.2	REGION297	+	1	14678	144422134	144483176	0	0
PATCHES	Primary Assembly	HSCHRX_1_CTG14	MU273395.1	CHROMOSOME	X	CM000685.2	REGION336	b	1	619716	152384883	153004526	0	0
PATCHES	Primary Assembly	HG1531_PATCH	KZ208923.1	CHROMOSOME	Y	CM000686.2	REGION259	+	1	48370	9034110	9132718	0	0
PATCHES	Primary Assembly	HG1532_PATCH	MU273398.1	CHROMOSOME	Y	CM000686.2	TSPY	+	1	865743	9132719	9641089	0	0
PATCHES	Primary Assembly	HG1535_PATCH	KZ208924.1	CHROMOSOME	Y	CM000686.2	REGION260	+	1	209722	21578942	21828659	0	0
PATCHES	Primary Assembly	HG2062_PATCH	KN196487.1	CHROMOSOME	Y	CM000686.2	REGION198	+	34758	101150	56821510	56887902	34757	0
PATCHES	ALT_REF_LOCI_1	HG2469_PATCH	MU273386.1	SCAFFOLD	HSCHR19_2_CTG3_1	KI270866.1	REGION3A	+	1	43156	1	43156	0	183010
PATCHES	ALT_REF_LOCI_2	HG2139_PATCH	KN538374.1	SCAFFOLD	HSCHR15_4_CTG8	KI270905.1	REGION1A	+	1	4998962	1	5161414	0	0
PATCHES	ALT_REF_LOCI_2	HG2405_PATCH	MU273354.1	SCAFFOLD	HSCHR5_1_CTG1_1	KI270897.1	REGION2A	b	733725	2101585	1	1144418	733724	0
